,reviews.text,reviews.doRecommend
39,"Amazon has been the leader in this space of voice recognition and with the AWS engine behind it, there's a lot of opportunity for development, both from the community as well as Amazon. Naturally they favor interaction with services they sell, so others will need to build links to others, but the development environment seems to support a lot of innovation already. The price of this TAP was outstanding, adding it to my existing ECHO and now considering a DOT.",True
40,Read online and price compared to get a great deal,True
41,"This is the best cord cutter streaming box on the market. I've owned Roku, Apple TV, and Chromecast and this is by far the best. Offers great performance, the remote is very user friendly and I think it has a better selection of apps. The interface is laid out nicely but feels a little compact with a lot of stuff on the screen all at once.",True
42,Setting up the Echo was very easy. That is good since I am not very tech savy. Love it.,True
43,"Having enjoyed Amazon Prime for several years, I thought to bring it to the next level when Alexa support came to the Amazon Fire TV. Complete access to all my Prime benefits, newest shows/movies, music and more! Screen mirroring works good too. Unfortunately I do not have much time to lounge around and use it more. Overall a good buy!",True
44,I'm so glad i brought this because it is very handy and easy to use too. Everything about it is good and I really like it.,True
45,"I bought this for my boy, he is too happy to play games and no issues so far.",True
46,Easy to install and use! Love it. I am tired of being gouged by cable.,True
47,One of the best things that I have purchased for my home entertainment,True
48,Luckily best buy exchanged the kindle fire for a Lenovo tablet with courtesy and ease. Thank you best buy! It was a black Friday purchase that I did nothing with until late January/ early February. Great way to do business and therefore keep it.,False
49,Ok overall but brakes easily with obly one fall to the floor,False
50,"This little set top box packs a big punch, it is an absolute must for any media center. The processor is very fast compared to its counter part the Fire TV stick, no buffering issues and an expandable memory slot. You can also use wireless keyboards and a mouse to alleviate those remote clicks when searching for something. The voice activated remote is a beauty just say anything you want to it and it will look it up for you within the Amazon apps. This is a great add on to any entertainment center setup.",True
51,"This tablet is a great deal! Simple to use, my son loves having access to all his favorite shows and games without having to ask to use my phone.",True
52,"I've had one of these but gave it to my niece. I thought I'd be OK without it but when I saw this deal, I had to go get it!",True
53,I loved it and then bought 2 of the dots for my daughters,True
54,It does what it is supposed to do. I wanted access to the internet to download books and didn't realize it would not do this feature. I would onIy recommend if a person only wants to read books from Amazon.,False
55,This was a Mother's Day gift from my son. I had wanted one for awile. It has surpass my expectations. I love it.,True
56,Sales guy didn't have much knowledge about the Kindle. He wasn't very helpful in getting me started.,True
57,"Fun, entertaining and useful. Wish the functionality was a bit more robust however amazon is making great progress with constant updates.",True
58,"For the price and size, ease of use you cannot go wrong, and if you dont try to use it for more than it is meant to be-reader,surfing ,watching content and shopping- great low cost choice",True
59,I bought this as a Christmas present for my 12 year old niece. She loves it. She is consistently checking her facebook and playing games from all the apps. SHe a loves it.,True
60,Got an Echo for the house and love its functionality. Easy set up and easy to use. Looking to purchase a couple of dots for other areas in the house.,True
61,We can't get enough of it! We use it daily and even our kiddo can use it.,True
62,"This is my first E-Reader but I have numerous mobile devices and I can say without hesitation that this reader is awesome. It's just like reading a book. I have no complaints, fits my needs perfectly. Very pleased with my purchase.",True
63,"This is the perfect reader. Price is great, it's easy on your eyes. Battery lasts longer than a tablet.",True
64,Not a good product short battery life i can only use for 20 minutes,False
65,This Kindle makes for a great beginner tablet for a teenager. The only complaint is that it is a little laggy but great for the price.,True
66,This is a great product at a great price! They will make great first time tablets for kids.,True
67,Its ok but the chargers brake easily but overall its the best,True
68,"Alexis doesn't always respond, could not connect to WIFI when I took it to Vegas",True
69,I bought this tablet to replace another one that had died. it works of my purposes but one thing to note this is an Amazon device and does not have google play services installed. all apps come from amazon market.,True
70,This device is simple to use and works great! Highly recommended!,True
71,My grandson is 6 and he loves this tablet.. Easy for him to us and a great price.. Well worth it,True
72,Love the added space. Easy to move around in. I am excited to use all the new features.,True
73,it's easy to set up and start enjoying Amazon Prime.,True
74,"I decided I wanted to ""try"" a tablet for reading books and a little social media instead of using my phone all the time. I researched the Fire 7 and Fire HD 8 and settled on the 7 knowing that it is a low end device. The device is slick and easy to use, and the Alexa integration is really cool. But ""It's a $50 tablet"". At times, the performance is awful slow. I suspect it is updating content, say on twitter or FB. My complaint is when it is doing this, there are no visuals to let you know it is busy. I finally got on Amazon's chat feature, and several hours later, including several power cycles and a complete factory restore, the performance is the same. The reps at Amazon tried their best - and FWIW, I knew there was nothing they could do to speed it up before I contacted them, but I thought I would give it a try. So get this if you want, just be patient. Remember, ""It's a $50 tablet"". If you want better performance, spend more $$.",False
75,It has so much functionality and is so easy to use. The speakers are great so.,True
76,"I bought this for my wife for Christmas she had the original Kindle and it broke after years of use. At first she was disappointed that the screen was so small, but now that she's been using it she loves it ! Much easier to hold and flip pages !",True
77,Got this for my son so he could use it with Alexa. It's great,True
78,"If you have Amazon Prime, this is an excellent way to view content in a small, quality device.",True
79,Very good for kids to learn and play games and research school work.,True
80,"Overall for an Alexa product it does the same thing as all the other ones. This one is specifically portable and only needs to be put on the base for charging. The one main issue is that it is not voice activated (meaning it does not listen to you unless you press any of the buttons on top or the mic button in front. By having this feature, I could see it causing excess battery usage. Needs to be able to apps better.",False
81,"I bought this expecting the same quality i have received in the previous 3 kindles I purchased. I am disappointed. I like the price. The home screen is just all the apps right in your face, not just the ones you want, like in the older version kindle fire. I mostly use it for reading books, and so far I'm dissatisfied. It's great to swipe to the next page, but when I want to go to settings or something else while reading I find it difficult to open. Instead the page just turns and by the time I finally get to the book settings, I've lost my spot! I downloaded the Facebook app and it's very slow. Maybe it's Amazons way of telling me that's what I get for $50 but come on. Sometimes I like to use the kindle to search the web and that too is slow. I compared it to my older version and there is a noticible difference in speed. I know there are other cool user tools, but for me I mostly use it to read and check Facebook and maybe Pinterest. It's priced well if you want it for kids, it's user friendly and my kids have already figured out all the options. I would recommend it for kids or for people who are technologically not savvy.",True
82,Bought this to use in my basement after I decided to cut the cord. This item works awesome and is exactly what I needed. The main reason I purchased it was to stream PS Vue but there are many other devices that do that now. Not at all disappointed with this item.,True
83,"I was looking for something inexpensive but with a large enough screen that I could use it to read musical charts off of when I perform and this little tablet has been a great solution for me. The screen is sharp and bright, the wifi picks up fairly weak signal and makes good use of what's available, the file hierarchy is fairly simple to navigate. It seems built fairly well and for 39$, I'm happy.",True
84,"I would have to say this things is so cool. control most of my plug in stuff, like AC in the room turns it on and off with the modular",True
85,"My Hulu plays perfectly..great volume. Kindle starts right up so I'm able to read fine. However, when I'm on Facebook and click on an article to read, it goes to the page, and within 30 seconds, the page closes. Sometimes Facebook app won't even load. I find it blanking in and out and not showing some icons at times. I haven't dropped it so I'm assuming this is an internal problem :( I have tried playing a couple games and it will say that I need ""the Amazon app"" where I go to purchase stuff, which I already have...then it closes out saying ERROR. I wish I could replace for a new one.",False
86,It works great for all my needs to check my emails,True
87,"After looking at several similar products, and looking at multiple reviews, the Amazon Fire HD 8 seemed like the best choice. The fact that it was on-sale one-third off on Black Friday made the final choice easy. We are very pleased with how this product works and how it met our needs for a bit larger screen. Easy for us mid-seventy year-olds to use.",True
88,"Fire , it does the job I wanted it to and that is to entertain my kid and myself. Nothing fancy and it does have it's quirks and bugs. Sometimes can be frustrating on response time with touch screen and loading.",True
89,"I have two Echos in my home, I use it mostly for listening to my Spotify playlists and ordering stuff online off Amazon. I also love the ease of creating shopping lists and the fact that new abilities are added everyday. I just wish it was a lot more intuitive, I want Alexa to learn tricks on its own and not have to teach it tricks. I would give the Echo 4 stars for current functionality which is limited and 5 stars for future potential. Must have.",True
90,I got this for my 2 year old nephew he loves it and it is pretty quick the one down side is that Amazon charges you $15 if you want to remove the adds that are in the lock screen but besides that the device is perfect for him to play games and watch movies,True
91,Exactly what I was looking for! Has most of the apps available that I wanted :) Very easy to use and set up.,True
92,Would highly recommend and Great product with great sound,True
93,The amazon fire tv is great in all aspects and is so fast,True
94,"It works well, it's the same as using the firestick to me just cost more.",True
95,"I love my Echo, the Alexa app is great I miss it when I'm not at home so I bought a Dot for work.",True
96,"You will not regret this purchase! The kindle holds a charge for more than a week, is super light weight, easy on the eyes, and allows you to define words with the point of a finger! It even adds defined words to a vocabulary list, so you can review them!",True
97,Nice product I like the color of the screen very clear,True
98,I really enjoy the amazon tablet for paying my bills online and looking up recipes.,True
99,No prob loved it highly recommend. Easy to transport. Great graphics.,True
100,It was just what I was looking for. So far I have had no issues with it.,True
101,Great product and service and the sales man r really nice.,True
102,This was the perfect gift to my wife when she felt she needs to start reading now,True
103,Purchased as holiday gift and added Amazon Freetime works great for the nieces and nephew.,True
104,First day after purchasing the tablet the screen turned green. Since then it has given us problems with the screen turning green. I will be returning the item.,False
105,"She can put items you need onto your grocery list. You can asss things to your to do list. She can tell jokes, facts, read books, find music, and more",True
106,I was looking for a good small tablet at a reasonable price and I found the Amazon Fire 7 Tablet had all the features I needed. Easy and fun to use!,True
107,"Everything is good, but no youtube good amount of apps",True
108,The pleasure of using this product in both my office and living areas can only be described as pleasant and convenient because of the ease of operation and the luxury of having voice activated commands to help you during a busy day.,True
109,I held off getting a tablet and wish I had done it sooner. The Amazon Fire 8 is great and easy to use,True
110,Love the kindle. Perfect size and very easy to use.,True
111,I bought the Amazon Fire thinking it was all that and it is as long as I am home with a strong wifi. It does not pick up wifi good the connection is very weak when I try to connect elsewhere like I have to be right near the box or it doesn't pick up. But I find that with my camera also an Amazon product. Ok so that may be the problem.,False
112,"Simple, easy to use. Keep all the tv apps in one place",True
113,Really satisfied with my purchase it's a good product for those just starting to get familiar with using tablets. Amazons a good product.,True
114,A must have for your baby or child!! 100% Free apps!!,True
115,Decent and simple tablet that gets the job done.Excellent!,True
116,Great for the kids. Everyone in my family has one.,True
117,"I purchased this since I bought my grandson this tablet for Christmas. The tablet is slow, considering price that's OK.I have problems with the charger, it won't charge when I am using the tablet, the charger needs to be plugged in and not moved for it to charge.For the price the tablet is OK.",False
118,I really enjoy my echo. I also bought a battery for it so I can take it places,True
119,Ordered a white Echo. Made a great house warming gift.,True
120,Up and coming new technology helps everyone to enjoy life more greatly,True
121,Upgraded my kindle. I wanted to have the internal light for the screen. The purple kindle cover fits perfectly and ensures for safe transportation. I was able to easily upload all my books from my older kindle to re-read. Now I can enjoy my kindle at night without bothering anyone with the lights on!!,True
122,Sadly no having netflix support is resulting in my last tablet purchase from Amazon.,False
123,"The Echo is awesome and fun. We use it to control TV,s Thermostats, Lights, and Stereo all with voice commands. Anyone using amazon prime will like the voice ordering. We find something new everyday that the echo will do.",True
124,Very good buy for the money had 2 months and works great,True
125,"Had the Echo Dot and it was time to upgrade. The sound on the Echo is fantastic. I use it to check weather, wake me in the morning, control my Philips Hue lights, Nest thermostat, and of course, listen to music :-)",True
126,Easy to use. Easy to download books. Easy access to the web.,True
127,Not much can be added to the already substantial positive reviews. I bought both the Fire TV and Fire Stick so I'll comment on that. The Fire TV is much quicker and love the ability to run Ethernet and USB right to the unit. The Fire stick is great for our bedroom but this Fire TV is best for main TV viewing.,True
128,"This is my second Kindle Fire, and this is a great improvement from my 1st generation version. With micro sd capabilities, I can download and store so much more. Paired with Amazon Prime and I'm never bored!",True
129,"Lost my ""paper white"" in airplane, have to buy new one. Voyage is latest model, I like it. Friend of mine wants one as well with my recommendation, so, bought two. Nice to have them!",True
130,Amazon did a fantastic job. I gave it to my father as a Christmas gift and he loves it.,True
131,I brought this tablet during the Black Friday sale fast forward to Christmas when my 6 year opens it he was happy I set it up for him two days later it crashed never came back on. Blank screen. He was disappointed and so was I .,False
132,"We are still learning about Alexa's functions, but already love her! We are very amused that you can ask her to tell you a joke. :) Super excited to learn all that she can do.",True
133,Bought this tablet for my daughter so far so good!,True
134,You can't got wrong with a tablet for less than $60 capable of watching movies and play games. Perfect for kids.,True
135,Goodbye outrageous satellite bills...hello Amazon!,True
136,Really good tablet for kids. Easy for kids to used it.,True
137,Great tablet - good for kids and the whole family!,True
138,This was a excellent gift for someone who likes to read alot.,True
139,I definitely love using the echo and it makes certain tasks a lot easier,True
140,"Wonderful product, seemed operation. No buffering even on a slow dsl connection. I will recommend this to anyone.",True
141,Easy To Use  Long Battery Life  Quality Build  Quality Display,True
142,"This is a great value tablet, great screen great apps. Highly recommend for media/games. I'll probably buy another",True
143,"I bought this Kindle because I needed something light and portable to take with me to class throughout the day on an 8-5 schedule. And so far, no complaints! Only that the camera function is pretty useless what with its low quality and lack of autofocus, or focus at all for that matter, but I knew that going in. Battery lasts all day, which is awesome since I keep all my notes on it. Touch screen might not be as sensitive as one would like, but overall? It does the job and does it well.",True
144,It is very user friendly. Recommend for most ages.,True
145,I love the amazon fire tablet. It's great for me when I'm going back and forth between home work and school!,True
146,I like it because it easy to use and easy to install,True
147,"Wife likes it, and I can sleep at night without the room getting lit up.",True
148,"I bought this for my elderly mother who had another tablet that broke. It was easy to set up. More importantly, it's easy for her to understand. I did have to create an Amazon account for her just so I could download her favorite apps. The only challenge I had was she uses Gmail for her email accounts. It took me a couple of tries to get her Gmail into the stock email app. So far, she is happy as a lark with her new tablet.",True
149,"I actually started with an Amazon Echo Dot to see how the whole thing worked without having to spend a lot of money. I was amazed at how cool and useful the Alexa system can be. We were using one Echo Dot to make lists, check the weather, set calendar appointments, set alarms, and even play rainstorm soundtracks to help sleep at night. My birthday was just a couple of weeks ago and my wife got me the Echo as the main Alexa hub in our living room. The built-in speakers sound pretty good for what they are. Definitely a huge improvement over the Dot's built-in speaker, but even the Dot has a nice sound for as small as it is. We now have 4 Echo Dots and the Echo to control all sorts of WEMO switches and outlets around the house. We already had a NEST thermostat which integrated nicely and easily. The best thing is that Alexa understands all of our different voices... even our 4 year old. He can now turn his bedroom light on by asking Alexa to do it so he doesn't have to be afraid of the dark! It really is a very cool and convenient system. My wife thought it was silly at first, but she actually loves it. It's great for playing your iHeart Radio and Pandora stations too!",True
150,"Finally stepped up to the plate and got into the Amazon Echo bandwagon; let me tell you, I don't know why I waited. Easy to connect, easy to teach it new skills, don't have to yell or talk like a robot myself to get it to work. My house is on it's way to the future!",True
151,I paid $29 for the Kindle ($49 - $20 in reward cash were applied) At $49 the Kindle Fire is a steal. The 7inch display makes the 1024x600 resolution appear crispy like any HD. The educational game I purchased is fun and noticeably working. The parental controls are solid and his profile includes a safety browser with pre bookmarks added to Disney TV shows and his favorite Thomas & Friends. You can add in the kids Netflix setup and share content easily between our profiles.,True
152,"Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users.",True
153,I bought my sister the original Kindle years ago. She kept it for so long that it had a spot in the middle of the screen that was like a bright light. For her birthday I got her this one & she can't leave it alone! She loves it!,True
154,"For the money I highly recommended it. It is great when linked to Netflix, Disney Movies, etc",True
155,"Voice recognition works great. Wish Amazon had more sophisticated features available through this device. However, there's lots of innovation going on here. You won't be disappointed. The speaker is pretty good for something this size.",True
156,Bought for my grandson who is four and he can operate it like a champ,True
157,Works with all my stuff. Speak and she shall comply.,True
158,"$50 for a tablet, yes please! I gave it a whirl and what a great tablet for the cost. Its pretty quick in the apps, i thought it might lag or be a little slow, I was wrong!",True
159,Got this to use with my SmartThings home automation system. Use voice commands from the Echo to trigger automation. Much more convenient than getting your phone out and loading the SmartThings app. Sometimes it has a hard time understanding what I say.,True
160,like the on request weather and traffic. Music selection with prime is very good,True
161,"All of our kids - ages 4, 7 and 8 - have had their own Kindle Fire for almost two years. They're generally pretty careful with them since they've been told that broken Kindles will not be replaced. In one case, the Kindle simply stopped working - it would no longer turn on. There was a great deal going on so we did replace it. What a perfect product for a child! So many apps are available and they can learn new things while thinking they're just having fun. ;)",True
162,"I love the size of this tablet. I have an Ipad and think I prefer this size. It's easy to carry and a great size for reading. Got it for Christmas and am loving it! I haven't tried to take any pictures yet and I didn't really purchase it for taking photos. I saw the reviews before purchasing and they were not good regarding photo quality. Again, that was not my purpose so am not too concerned at this time.",True
163,easy to use plenty of space for a kid recommend warranty,True
164,Way faster then the stick. And better quality. Worth the extra money. Especially for kodi,True
165,Love the communications with alexa and the new home display.,True
166,works great for reading or playing games it connects to the web fast and responds very well,True
167,"I purchased this tablet for my young nephew to watch videos on the go. It was to replace his iPad mini. This tablet does everything that he was doing on the iPad, is easy to use, and only a fraction of the cost. The advertising on it is a bit annoying, but can not complain with the price.",True
168,Highly recommend. Battery is perfect. Light weight too!,True
169,"I was not sure about making the jump to an e-reader vs. books, but now I just can't put it down. It is easy on the eyes and I can download new titles instantly. It is great",True
170,"I love the ability to just say what song I want to hear and Alexa plays it, or stops immediately when I instruct her to. The jokes and pick up lines are a crowd favorite as well.",True
171,"So I was excited to get this when Best Buy started caring them. The thrill for was short lived. First week was fun to use it for music, weather, cooking, and jokes. But after that I lost interest. Attaching to my Hue lights and Nest were a longer process to make it work. I'd rather pull my phone out. Plus with a 2 story house it is useless if not on the same floor. Maybe I'll buy it again or a 2nd version when its released",False
172,"I bought these tablets for my grandchildren, ages 8 & 11, because they love playing games on mine when they come to visit me. Oh the smiles on their faces when they opened them up :)",True
173,worth the price and pretty useful around the house,True
174,"Perfect if you're looking for the basic necessities of a laptop. Only negatives no yahoo apps, no google apps, no apple app, but it's still awesome.",True
175,"I have two Google home devices. They seem to be lacking in smart5 home controls. Now I find out that additional devices are necessary to use Echo in a smarthome configuration. Although currently somewhat limited, I expect that Google home will surpass the Echo with addon smarthome devices. I'll wait, rather then buy these devices twice.",False
176,This is a very nice tablet for my GF who has never had one before.,True
177,"This is not a top level tablet, but it was not designed to be one. It is nice to have a toss in the car/backpack/etc. one that performs reasonably well and you don't have to worry about it",True
178,"I purchased this item, along with an HD antenna to finally cut the cable. Prices were getting out of control with the cable monopoly. This product really delivers. All the entertainment you could possibly want at your fingertips. I use it to stream PlayStation Vue. After experimenting with all devices. I feel this is by far the best. As smooth as a PS4, but easier to navigate with the remote. I also use it to stream Netflix as well as some of the free content. Overall an easy to use great product",True
179,"I am really happy with my Echo. So far it has been very easy to use, although we havent completely figured out all the functions. It was fairly easy to set up.",True
180,I love the echo but you need one in every room to control things from everywhere in a big house. The speaker accessory to put in other rooms is only available through Amazon and is still on back order.,True
181,My elderly mother really enjoys this tablet. Easy to use and lightweight.,True
182,Excellent Partner. My daily assistance on all aspects of living.,True
183,It protects my Kindall and I can take it and put it in my purse if not get scratch because I like to read my Kimball we have places waiting for people. And it's a nice color and it's very nice.,True
184,I have nothing but good things to say about the kindle! The Backlit screen makes reading at night very easy. I am a heavy reader and the battery still lasts for weeks!,True
185,"It takes a lot of time and subscribing to get the channels I want, so I will write another review next year when I got them all..hopefully !!",False
186,I honestly didn't care for it. The newest versions of this tablet are by far much better. You have a bit more freedom with it than you do the older version.,False
187,"My daughter is 1 and doesn't pay much attention to it because she'd rather have my phone. However, as a parent I'd rather have her play with the tablet because it has many free learning game apps.",True
188,"this is a good one, easy to read and browsethis is a good one, easy to read and browse",False
189,"Good for music, but thought it would do a lot more.",True
190,This was so easy to set up and the print can easily be adjusted to extra large. My 78 year old dad was really happy with his first experience with technology. He is now surfing the net and reading news online. Highly recommended.,True
191,"I really like the Echo, but it does take a long while to set it up. Also, to utilize it fully, you have to sign up for premium services for music, etc.",True
192,"I'm so happy to bought it, i will buy two more soon",True
193,Bought this for my son for Christmas has been the biggest problem I have ever seen I would never give this to anyone again it's better being a paper weight,False
194,Bought this kindle almost 2 years ago and it's still going strong.,True
195,Easy to use. My daughter loves it! The graphics are crystal clear extremely user friendly.,True
196,This was a gift for my grandson and he loves it. It is easy to use and keeps him occupied for hours.,True
197,Very rugged design. My nieces absolutely love this.,True
198,I absolutely love my Echo.I greet her in the morning and she greets me back and sometimes has an occasion to talk about.I love that she plays music too.,True
199,"Perfect for me. With Prime membership purchase this becomes indispensable. Always have video, games, and instant backup for documents to cloud, cheap enough to be almost disposable, no worries!",True
200,"Wow this tablet for the price of 40$ at the time what a value. Works very well, easy to use, great for beginners.",True
201,Great to have to keep the kids occupied in the car.,True
202,"I should have waited until this was more advanced, it keeps disconnecting from the wifi and it's a pain to reboot it, doesn't know much either, we have only had it 3 weeks so we will see how it grows with us",False
203,Perfect size for reading watching movies and carrying on a plane,True
204,Buy one you will love it. I turned off cable and have one on all my tv.,True
205,It was easy to set up. My grandson has enjoyed the broad selection of activities from which to choose.,True
206,I will enjoy it even more once I have the apps I want downloaded. This Kindle Fire will be fun!,True
207,"If you want a Tap to make use of Amazon's Alexa voice services, then dont get one. The Tap is a fine enough Bluetooth speaker for wireless music, but the need to touch a button for voice services renders it far less valuable.",False
208,bought this during black friday (actually Thursday). ok for price. but not cool i had to buy extra storage for not a great price.,False
209,"Seriously a flawless, portable, smart, multipurpose gadget. Add this to the incredible Flash Sale price and I'd have been a fool to pass it up. Fast charge, balanced tuning, easy to pair and did I mention highly portable? The cradle is a sweet design too. The only beef I have is that YOUR BLUETOOTH IS PAIRED screaming at you when syncing. Own one of these-",True
210,"Got here quick, has a great speaker, and all the features are amazing and they keep adding more!",True
211,"It's going to take more work to get her up to useful capacity, but she has a nice speaker for music in the kitchen.",False
212,Purchased this Kindle Fire HD8 from Best Buy. My fianc downloaded her first book. She already started reading and said it is really cool to use. She said it is easy to see and navigate.,True
213,"The Voyage is my first eReader and I am not disappointed. It is light, clear and a joy to use",True
214,Great sound and smart just wish the volume didnt have to b manually turned.,True
215,This is a fantastic tablet and only cost $35. Can't beat it. It has ads but they're not obnoxious. Would definitely recommend it.,True
216,While comparing to other competitive products the Echo appeared to be the best. Purchased as a gift for a family memeber.,True
217,I got this to replace the iPad for a child. I am so disappointed by the charge. It dies so quickly and the charger has to be wrapped around the tablet in order for it to charge. This was after 2 weeks of having the tablet. Low price but not worth the hassle and disappointment!,False
218,Got this tablet for my 7yr old daughter and it has been great for her. It's the right size for her little hands. Only drawback is the you can not get google apps on it. Apps have to be from Amazon and they might not have the app you want.,True
219,Now a device that is expandable and everyone in the house can use it. Works smooth. I am going to expand additional devices with this now.,True
220,Like talking to a human! Can find an answer for most subjects as long as the internet is available. Fairly accurate also.,True
221,The camera not quality pictures but all else great,True
222,"We love our new echo. Strong sound quality. Weather updates, alarm, internet details, and easy to use.",True
223,"My kids love it they watch their programs when they want and also we don t have to miss any programs also we can watch them when ever we have time, best purchase I have brought.",True
224,The device has friendly operation interface. The resolution is high.The battery also lasts pretty long. It is a good one. I like it.,True
225,enjoy using Alexa every night! She's amazing! I'd recommend it to everyone!,True
226,I find this fire much lighter and very easy to use,True
227,Very satisfied with it as wellbas the serv8ce received form sale person,True
228,"Replaced Uverse with Amazon Fire TV PlayStation Vue, good streaming, easy to use, compact footprint.",True
229,"I bought one once before for my mother and this product is amazing. I recently bought another to replace my girlfriend's Nook. Is amazing how good this e-readers performs, the battery life and versatility.",True
230,Having so much fun asking Alexa all kinds of questions. She is so smart!,True
231,We bought 2 of these for our 2 oldest grandkids. They loved them and were excited to receive them and to use them on a trip to Florida.,True
232,"The best remote for the price you cannot beat it, easy to use",True
233,The Amazon Fire for Kids is an excellent starter tablet. The supporting games and apps are exceptional. Use of tablet is simple and non-intimidating.,True
234,"Ok, so, I wanted an e-reader and had thought about just buying an iPad mini. I wish I had. Don't get me wrong, this tablet does the job it's meant to do but that's about it. If you're looking for a tablet that you can play games on, browse through Facebook or instagram on, or even surf the net then you're better off getting an upgraded version of this tablet or an iPad as I said before. Plus, this tablet comes packed with apps that are unnecessary and just plain memory wasteful. However, if you just need it to read your books or magazines then this is the perfect little companion for you. I'm saving for an iPad.",False
235,Opened the box and was able to quickly and easily hook up to my wifi. Great to play music through.,True
236,Nice work good look al my movies work great on my tv,True
237,I love this tablet and the games. But battery sucks. It goes dead really fast and it freezes up a lot.,False
238,It was by far the best deal out there for the money very happy,True
239,Just love my Kindle. Easy to use and carry around and more books to purchase!!!!!,True
240,This is my first kindle and I have been very pleased with it for what I payed for it.,True
241,It's a great product for my son and I love bestbuy,True
242,"It's not the echo but for what I paid, it's well worth every penny",True
243,"My husband is a truck driver and being on the road away from home, he likes to have shows and movies to watch. This has so much space for him to download things to watch.",True
244,Small and useful has an expandable memory. Very user friendly !,True
245,i have not had any issues with it. i like the separate profiles so i can use it too with out him getting online. plus i can down load a app and if it is suitable for him i can add it to his profile.,True
246,Purchased as a gift. They love it and I loved the price. Lower than Amazon!,True
247,"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)",True
248,Great tablet plan on purchasing another . Not slow happy with the speed,True
249,It is super easy to set daily limits and goals for children on the device. Remember to set up Amazon Household which makes installing apps via site easier. Has everything a typical Android tablet has.,True
250,It was a great gift to give for some one who can not afford a tablet.,True
